target,algorithm,subset,config_json,oof_log_loss,fold_mean,fold_se
monthly,ridge,H_B_M,1.0,0.6672081390938921,0.667208139093892,0.006877873474471604
monthly,ridge,H_B_M,10.0,0.6672211110729082,0.6672211110729082,0.0069034449378888845
monthly,ridge,H_D_B_M,0.001,0.6720740676111295,0.6720740676111294,0.0011330120857354633
monthly,ridge,H_D_B_M,0.01,0.653466814240118,0.6534668142401181,0.004560655200997895
monthly,ridge,H_D_B_M,0.1,0.6437630222162938,0.6437630222162938,0.008927666038647197
monthly,ridge,H_D_B_M,1.0,0.6459915252894524,0.6459915252894524,0.01232802300288269
monthly,ridge,H_D_B_M,10.0,0.6494064988503029,0.6494064988503028,0.013519105004523505
monthly,ridge,H_P,0.001,0.6776870568149584,0.6776870568149586,0.0010978374372193418
monthly,ridge,H_P,0.01,0.6707290224176761,0.6707290224176761,0.004258830207714468
monthly,ridge,H_P,0.1,0.6703168318573332,0.6703168318573332,0.005910721638564195
monthly,ridge,H_P,1.0,0.6703781068977066,0.6703781068977067,0.00615110643956367
monthly,ridge,H_P,10.0,0.6703875260125228,0.6703875260125227,0.0061764968252644116
monthly,ridge,H_D_P,0.001,0.6742967262579662,0.6742967262579661,0.0008258890764401826
monthly,ridge,H_D_P,0.01,0.6561444266932258,0.6561444266932258,0.003220589784254832
monthly,ridge,H_D_P,0.1,0.6449179105246161,0.6449179105246162,0.006652041067495117
monthly,ridge,H_D_P,1.0,0.6464228319585101,0.64642283195851,0.009947935145409596
monthly,ridge,H_D_P,10.0,0.6497925426309675,0.6497925426309674,0.011153011360468755
monthly,ridge,H_B_P,0.001,0.6754158549390623,0.6754158549390623,0.0012635405269130746
monthly,ridge,H_B_P,0.01,0.6670774393469253,0.6670774393469253,0.004857543092667685
monthly,ridge,H_B_P,0.1,0.6667681030479351,0.6667681030479351,0.006621727159759631
monthly,ridge,H_B_P,1.0,0.6668581044320814,0.6668581044320814,0.0068707277667388765
monthly,ridge,H_B_P,10.0,0.6668691557259537,0.6668691557259536,0.006896680819221891
monthly,ridge,H_D_B_P,0.001,0.6721242164298632,0.6721242164298632,0.0011000846349566308
monthly,ridge,H_D_B_P,0.01,0.653208169004347,0.653208169004347,0.004481455164192366
monthly,ridge,H_D_B_P,0.1,0.6428695281766731,0.6428695281766731,0.00873671652458004
monthly,ridge,H_D_B_P,1.0,0.6450378163237209,0.6450378163237209,0.012121314978377873
monthly,ridge,H_D_B_P,10.0,0.6485514294183974,0.6485514294183974,0.013331076952859271
monthly,ridge,H_M_P,0.001,0.6776909753707473,0.6776909753707472,0.001138111071765608
monthly,ridge,H_M_P,0.01,0.6711869715869299,0.6711869715869299,0.004350357508124773
monthly,ridge,H_M_P,0.1,0.6710100588163189,0.6710100588163188,0.005992660791277948
monthly,ridge,H_M_P,1.0,0.6711052948467208,0.6711052948467207,0.006228770803028738
monthly,ridge,H_M_P,10.0,0.6711167290236502,0.67111672902365,0.006253468887676734
monthly,ridge,H_D_M_P,0.001,0.674311840066648,0.674311840066648,0.0008562977393497244
monthly,ridge,H_D_M_P,0.01,0.6566663681354605,0.6566663681354605,0.003270858885329546
monthly,ridge,H_D_M_P,0.1,0.6457503090027357,0.6457503090027357,0.00666574631253539
monthly,ridge,H_D_M_P,1.0,0.647411954159219,0.6474119541592191,0.009958458269827436
monthly,ridge,H_D_M_P,10.0,0.6508787235277445,0.6508787235277446,0.011233651864464919
monthly,ridge,H_B_M_P,0.001,0.675455672616114,0.6754556726161138,0.0013231093565253087
monthly,ridge,H_B_M_P,0.01,0.6675829687640178,0.6675829687640177,0.004942753998923241
monthly,ridge,H_B_M_P,0.1,0.6674841372438735,0.6674841372438733,0.006674907857087226
monthly,ridge,H_B_M_P,1.0,0.6676034155987878,0.6676034155987878,0.006916206212802577
monthly,ridge,H_B_M_P,10.0,0.6676174604579573,0.6676174604579573,0.006941487687426025
monthly,ridge,H_D_B_M_P,0.001,0.6721715960574525,0.6721715960574525,0.001152972298622194
monthly,ridge,H_D_B_M_P,0.01,0.6537362923290704,0.6537362923290704,0.004540449256674836
monthly,ridge,H_D_B_M_P,0.1,0.6436697795988043,0.6436697795988043,0.008738070498786624
monthly,ridge,H_D_B_M_P,1.0,0.6459565644462663,0.6459565644462664,0.012177331481482397
monthly,ridge,H_D_B_M_P,10.0,0.6494975677909653,0.6494975677909653,0.01336088884526259
monthly,ridge,H_C,0.001,0.6775415681395914,0.6775415681395913,0.0011232452159288771
monthly,ridge,H_C,0.01,0.6703928162319935,0.6703928162319935,0.004419684161106585
monthly,ridge,H_C,0.1,0.6704959795268562,0.6704959795268562,0.006468616711664367
monthly,ridge,H_C,1.0,0.6712606369768234,0.6712606369768234,0.006829472181132023
monthly,ridge,H_C,10.0,0.6718228111074592,0.6718228111074592,0.006797668366281891
monthly,ridge,H_D_C,0.001,0.6741622257128217,0.6741622257128217,0.0008525104959160913
monthly,ridge,H_D_C,0.01,0.6557895570713413,0.6557895570713413,0.003301834160551928
monthly,ridge,H_D_C,0.1,0.6450085460577362,0.6450085460577362,0.006725075055189439
monthly,ridge,H_D_C,1.0,0.6468123904122308,0.6468123904122308,0.010221675451659865
monthly,ridge,H_D_C,10.0,0.650408479216308,0.6504084792163081,0.01156779536541946
monthly,ridge,H_B_C,0.001,0.6752569965741536,0.6752569965741536,0.001266194595530184
monthly,ridge,H_B_C,0.01,0.666718410201472,0.666718410201472,0.004937746673497623
