subgroup,model,n,events,event_rate,log_loss,brier,roc_auc,average_precision,calibration_intercept,calibration_slope
age_group_4,ridge::H_D,323,218,0.6749226006191951,0.6168070502156019,0.20906994951690872,0.656247269550022,0.7537865129899778,0.41470161537227984,0.7639679011429608
age_group_4,ridge::H_D_B_A,323,218,0.6749226006191951,0.6141732491123169,0.20478976950344494,0.6633901266928789,0.74462315989368,0.3923736391867561,0.6875039357560268
age_group_4,ridge::H_D_B_M_P_C_A,323,218,0.6749226006191951,0.6206016720972036,0.20788029503158054,0.655395369156837,0.7405179997908223,0.424568483601772,0.6342627869529861
age_group_4,ridge::H_D_B_M_P_C_A_K,323,218,0.6749226006191951,0.6177345762743588,0.20754515303809132,0.6692223678462211,0.764099044393264,0.4251668426129964,0.684236563290447
age_group_5,P0,314,158,0.5031847133757962,0.6809957942544275,0.2437751385853038,0.5978172671210646,0.5594803796270944,-0.26191716536573273,0.9611358239759235
age_group_5,hgb::D_B_M_P_C_A,314,158,0.5031847133757962,0.7048408882194855,0.2504738276162407,0.6197663096397272,0.5744266652247643,-0.11356713546989257,0.44688995202355125
age_group_5,hgb::D_B_M_P_C_A_K,314,158,0.5031847133757962,0.711114684105348,0.2539881131798331,0.5913867250892567,0.5626067074792787,-0.03829556339952076,0.31680219018607597
age_group_5,hgb::D_M_P_A,314,158,0.5031847133757962,0.7217172434181472,0.2592207825036763,0.5561911716975008,0.5385020931143418,-0.02803577183005596,0.21429079733391695
age_group_5,hgb::D_M_P_A_K,314,158,0.5031847133757962,0.7293093917422261,0.26354065107950597,0.5407943849399546,0.5370859083476088,-0.0013423011824924141,0.12379351501714499
age_group_5,hgb::H_D_B_M_P_C_A,314,158,0.5031847133757962,0.6803000851762687,0.24180590425091644,0.6229105809802012,0.5673381205411383,-0.16641929109923553,0.6894616799423758
age_group_5,hgb::H_D_B_M_P_C_A_K,314,158,0.5031847133757962,0.6695934274939755,0.23779859822864066,0.63230282375852,0.5920363180026762,-0.11329782715459816,0.7982571611704734
age_group_5,hgb::H_D_M_P,314,158,0.5031847133757962,0.693540756721801,0.24771545047369856,0.6010021097046414,0.5510595810729687,-0.081046211815298,0.517246121161086
age_group_5,hgb::H_D_M_P_A,314,158,0.5031847133757962,0.6971111668142875,0.24908675378224437,0.5966407010710808,0.5480217072201095,-0.08975311964278901,0.4927919026002137
age_group_5,prevalence,314,158,0.5031847133757962,0.7001538639383317,0.2534751176068494,0.5,0.5031847133757962,,
age_group_5,ridge::D_A_K,314,158,0.5031847133757962,0.7074279314942604,0.2523175209153783,0.5811627718273288,0.5477664445759294,-0.0351466510240034,0.3547574873136422
age_group_5,ridge::D_B,314,158,0.5031847133757962,0.7007334363272316,0.2513034154317443,0.5781807854592664,0.5562845500319197,-0.061705327262119546,0.4234244899505003
age_group_5,ridge::D_B_M_P_C_A,314,158,0.5031847133757962,0.7140652490161639,0.2549762157150883,0.5726428107757221,0.5328952941073468,-0.07064403260714813,0.32814857675693443
age_group_5,ridge::D_B_M_P_C_A_K,314,158,0.5031847133757962,0.7041628389028292,0.2508210175525822,0.5929081467056151,0.5501326553229315,-0.041894416019119335,0.39628876928607354
age_group_5,ridge::H_D,314,158,0.5031847133757962,0.7152846270427597,0.2533882061316987,0.5908390133073678,0.5469251553375197,-0.05095198272962777,0.32851380982801326
age_group_5,ridge::H_D_B_A,314,158,0.5031847133757962,0.7093879859739848,0.24896722986105083,0.6070472249269717,0.5474647781500573,-0.09982607179421843,0.4127394116841042
age_group_5,ridge::H_D_B_M_P_C_A,314,158,0.5031847133757962,0.7168898916767753,0.2525597071277198,0.5910621551444336,0.5347926739137999,-0.07841499109395321,0.3547167325878277
age_group_5,ridge::H_D_B_M_P_C_A_K,314,158,0.5031847133757962,0.7041139871593751,0.24776287742773587,0.6125446283674132,0.557591922880008,-0.04962281625878589,0.4149240433019738
age_group_6,P0,230,93,0.4043478260869565,0.6978604448105102,0.2518296826107395,0.6137665803312142,0.47161849967410924,-0.6747783170787447,1.0920381644240753
age_group_6,hgb::D_B_M_P_C_A,230,93,0.4043478260869565,0.699655298453959,0.24494719853363925,0.6422965230358685,0.4708846006068027,-0.34971487078607827,0.33563214429564037
age_group_6,hgb::D_B_M_P_C_A_K,230,93,0.4043478260869565,0.7036621881982411,0.24696199030849086,0.617690919080135,0.470525917523798,-0.34440982816608506,0.2613356858715319
age_group_6,hgb::D_M_P_A,230,93,0.4043478260869565,0.7060947407362893,0.24815168295878445,0.6306804803390628,0.4678489124281485,-0.349461689470197,0.22097037408721815
age_group_6,hgb::D_M_P_A_K,230,93,0.4043478260869565,0.7085860792439708,0.25096305635289445,0.5848442037516678,0.45691957761849133,-0.3492735131302035,0.16412591395311948
age_group_6,hgb::H_D_B_M_P_C_A,230,93,0.4043478260869565,0.6622567543463797,0.23477835731751318,0.6398241896240484,0.47533410251578123,-0.2776802278098748,0.7209395149248861
age_group_6,hgb::H_D_B_M_P_C_A_K,230,93,0.4043478260869565,0.6591584943019786,0.2333482893796513,0.6389608350992858,0.4933151734194144,-0.2320341995009035,0.7539651033505699
age_group_6,hgb::H_D_M_P,230,93,0.4043478260869565,0.6645851158859265,0.23632026582391924,0.6168275645553725,0.472186096033875,-0.24924941911368917,0.7001780519480032
age_group_6,hgb::H_D_M_P_A,230,93,0.4043478260869565,0.6720007899195356,0.2394443269835519,0.6218899615414804,0.463213501076658,-0.2887619014707173,0.6072720060693061
age_group_6,prevalence,230,93,0.4043478260869565,0.7248808762233646,0.2657745388074389,0.5,0.4043478260869565,,
age_group_6,ridge::D_A_K,230,93,0.4043478260869565,0.6991603804965618,0.24255532584024278,0.6410799780237031,0.4990040031089984,-0.2830083378428552,0.3181599183133038
age_group_6,ridge::D_B,230,93,0.4043478260869565,0.6726021292633958,0.23653928173104616,0.6618789733929833,0.503942061806818,-0.24756727539577159,0.5321501120037407
age_group_6,ridge::D_B_M_P_C_A,230,93,0.4043478260869565,0.6995548785184506,0.24438600318704706,0.6364885016874657,0.4847678854372915,-0.3218619759472207,0.3077094430062497
age_group_6,ridge::D_B_M_P_C_A_K,230,93,0.4043478260869565,0.7025979457780065,0.24407468987121653,0.6366847186249117,0.486175112572071,-0.2798773832475086,0.30611281584928285
age_group_6,ridge::H_D,230,93,0.4043478260869565,0.6849394458107996,0.23782047776182869,0.6525390471705517,0.5089618677363777,-0.29449854076192655,0.4333177766017966
age_group_6,ridge::H_D_B_A,230,93,0.4043478260869565,0.6981535615282484,0.23886665056594697,0.6614865395180912,0.4992196892231835,-0.3239616318223541,0.37610903371438187
age_group_6,ridge::H_D_B_M_P_C_A,230,93,0.4043478260869565,0.7043986497625894,0.2420470003262564,0.6493995761714151,0.49024224141569744,-0.32473293811133175,0.33667939256354723
age_group_6,ridge::H_D_B_M_P_C_A_K,230,93,0.4043478260869565,0.7077132293364257,0.2422870372909654,0.6473589200219764,0.49134329165383706,-0.2838126254942717,0.3243678791507686
