algorithm,has_history,domain,model,subset,collection_items,log_loss,full_model,benchmark,delta_loss_vs_full,upper95_vs_full_joint,delta_loss_vs_benchmark,upper95_vs_benchmark_joint,joint_family_contrasts,simultaneous_noninferior_full_margin_01,simultaneous_superior_benchmark,exploratory_dual_criterion_pass,status,model_variants_passing_same_subset,learner_families_passing_same_subset
ridge_fixed,True,extended_K,ridge_fixed::H_D_A_K,H_D_A_K,16,0.6653986489499348,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.0031151626337882,0.013486800409204,0.0047740303402232,0.0213759933832155,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_B_P,H_D_B_P,16,0.6670974847699516,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.0014163268137714,0.0151856362292207,0.0064728661602399,0.0230748292032322,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_P_C,H_D_P_C,16,0.6704459177456633,ridge_fixed::H_D_B_M_P_C_A_K,P0,0.0019321061619402,0.0185340692049325,0.0098212991359517,0.0264232621789439,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_M_P,H_D_M_P,16,0.6707238606189796,ridge_fixed::H_D_B_M_P_C_A_K,P0,0.0022100490352564,0.0188120120782487,0.0100992420092679,0.0267012050522602,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_P_A,H_D_P_A,16,0.6853698207496618,ridge_fixed::H_D_B_M_P_C_A_K,P0,0.0168560091659385,0.0334579722089308,0.02474520213995,0.0413471651829423,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_B_C_K,H_D_B_C_K,17,0.6460620353892694,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.0224517761944536,-0.0058498131514613,-0.0145625832204422,0.00203937982255,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_B_M_K,H_D_B_M_K,17,0.6516412683986014,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.0168725431851216,-0.0002705801421294,-0.0089833502111102,0.007618612831882,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_M_C_K,H_D_M_C_K,17,0.6540025513103442,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.0145112602733788,0.0020907027696133,-0.0066220672993674,0.0099798957436248,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_B_A_K,H_D_B_A_K,17,0.6620550963146992,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.0064587152690238,0.0101432477739683,0.0014304777049875,0.0180324407479798,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_C_A_K,H_D_C_A_K,17,0.6656476236205365,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.0028661879631864,0.0137357750798058,0.005023005010825,0.0216249680538173,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_B_P_C,H_D_B_P_C,17,0.6668790725770694,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.0016347390066535,0.0149672240363387,0.0062544539673579,0.0228564170103501,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_B_M_P,H_D_B_M_P,17,0.6683199722866878,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.0001938392970352,0.016408123745957,0.0076953536769762,0.0242973167199685,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_M_A_K,H_D_M_A_K,17,0.669911124300147,ridge_fixed::H_D_B_M_P_C_A_K,P0,0.001397312716424,0.0179992757594162,0.0092865056904354,0.0258884687334277,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_M_P_C,H_D_M_P_C,17,0.670455539095167,ridge_fixed::H_D_B_M_P_C_A_K,P0,0.0019417275114439,0.0185436905544362,0.0098309204854554,0.0264328835284477,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_B_P_A,H_D_B_P_A,17,0.6815209115895507,ridge_fixed::H_D_B_M_P_C_A_K,P0,0.0130071000058277,0.02960906304882,0.0208962929798392,0.0374982560228314,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_M_P_A,H_D_M_P_A,17,0.6854153008673608,ridge_fixed::H_D_B_M_P_C_A_K,P0,0.0169014892836378,0.03350345232663,0.0247906822576492,0.0413926453006415,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_P_C_A,H_D_P_C_A,17,0.6854357454374514,ridge_fixed::H_D_B_M_P_C_A_K,P0,0.0169219338537282,0.0335238968967205,0.0248111268277397,0.041413089870732,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_B_M_C_K,H_D_B_M_C_K,18,0.6517183090295074,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.0167955025542156,-0.0001935395112233,-0.0089063095802041,0.0076956534627881,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_B_C_A_K,H_D_B_C_A_K,18,0.6621077170800765,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.0064060945036465,0.0101958685393457,0.0014830984703649,0.0180850615133572,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_B_M_A_K,H_D_B_M_A_K,18,0.6673359016048794,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.0011779099788436,0.0154240530641486,0.0067112829951678,0.0233132460381601,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_B_M_P_C,H_D_B_M_P_C,18,0.6681167402062508,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.0003970713774722,0.01620489166552,0.0074921215965392,0.0240940846395315,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_M_C_A_K,H_D_M_C_A_K,18,0.6700593780923504,ridge_fixed::H_D_B_M_P_C_A_K,P0,0.0015455665086272,0.0181475295516195,0.0094347594826387,0.026036722525631,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_B_P_C_A,H_D_B_P_C_A,18,0.6813656691530267,ridge_fixed::H_D_B_M_P_C_A_K,P0,0.0128518575693036,0.0294538206122959,0.0207410505433151,0.0373430135863074,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_B_M_P_A,H_D_B_M_P_A,18,0.6822722587129216,ridge_fixed::H_D_B_M_P_C_A_K,P0,0.0137584471291985,0.0303604101721908,0.02164764010321,0.0382496031462023,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_M_P_C_A,H_D_M_P_C_A,18,0.685375151630653,ridge_fixed::H_D_B_M_P_C_A_K,P0,0.0168613400469301,0.0334633030899224,0.0247505330209415,0.0413524960639338,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_B_M_C_A_K,H_D_B_M_C_A_K,19,0.6675434445578637,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.0009703670258593,0.0156315960171328,0.006918825948152,0.0235207889911443,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_B_M_P_C_A,H_D_B_M_P_C_A,19,0.6822809942359324,ridge_fixed::H_D_B_M_P_C_A_K,P0,0.0137671826522092,0.0303691456952015,0.0216563756262207,0.038258338669213,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_P_K,H_P_K,22,0.6383396625211173,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.0301741490626057,-0.0135721860196135,-0.0222849560885942,-0.005682993045602,255,True,True,True,post-evaluation hypothesis-generating; independent future validation required,1,1
ridge_fixed,True,extended_K,ridge_fixed::H_B_P_K,H_B_P_K,23,0.6373822838844373,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.0311315276992857,-0.0145295646562935,-0.0232423347252743,-0.006640371682282,255,True,True,True,post-evaluation hypothesis-generating; independent future validation required,2,1
ridge_fixed,True,extended_K,ridge_fixed::H_P_C_K,H_P_C_K,23,0.6382822170567879,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.030231594526935,-0.0136296314839428,-0.0223424015529236,-0.0057404385099313,255,True,True,True,post-evaluation hypothesis-generating; independent future validation required,1,1
ridge_fixed,True,extended_K,ridge_fixed::H_M_P_K,H_M_P_K,23,0.641075070409414,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.027438741174309,-0.0108367781313167,-0.0195495482002975,-0.0029475851573053,255,True,True,True,post-evaluation hypothesis-generating; independent future validation required,1,1
ridge_fixed,True,extended_K,ridge_fixed::H_P_A_K,H_P_A_K,23,0.6517969705723333,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.0167168410113897,-0.0001148779683975,-0.0088276480373783,0.0077743150056139,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_B_P_C_K,H_B_P_C_K,24,0.6372428057277129,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.0312710058560101,-0.0146690428130178,-0.0233818128819986,-0.0067798498390063,255,True,True,True,post-evaluation hypothesis-generating; independent future validation required,2,1
ridge_fixed,True,extended_K,ridge_fixed::H_B_M_P_K,H_B_M_P_K,24,0.6409353825958194,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.0275784289879037,-0.0109764659449115,-0.0196892360138922,-0.0030872729709,255,True,True,True,post-evaluation hypothesis-generating; independent future validation required,1,1
ridge_fixed,True,extended_K,ridge_fixed::H_M_P_C_K,H_M_P_C_K,24,0.640987201268177,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.027526610315546,-0.0109246472725537,-0.0196374173415345,-0.0030354542985422,255,True,True,True,post-evaluation hypothesis-generating; independent future validation required,1,1
ridge_fixed,True,extended_K,ridge_fixed::H_B_P_A_K,H_B_P_A_K,24,0.6504578081230348,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.0180560034606882,-0.0014540404176959,-0.0101668104866767,0.0064351525563154,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_P_C_A_K,H_P_C_A_K,24,0.6517753895430212,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.0167384220407019,-0.0001364589977096,-0.0088492290666904,0.0077527339763018,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_M_P_A_K,H_M_P_A_K,24,0.6542679690447977,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.0142458425389254,0.0023561205040667,-0.0063566495649139,0.0102453134780782,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_B_M_P_C_K,H_B_M_P_C_K,25,0.6407660645154758,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.0277477470682472,-0.011145784025255,-0.0198585540942358,-0.0032565910512436,255,True,True,True,post-evaluation hypothesis-generating; independent future validation required,1,1
ridge_fixed,True,extended_K,ridge_fixed::H_B_P_C_A_K,H_B_P_C_A_K,25,0.6503700645058986,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.0181437470778243,-0.0015417840348321,-0.0102545541038128,0.0063474089391793,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_B_M_P_A_K,H_B_M_P_A_K,25,0.653799909576714,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.014713902007009,0.0018880610359832,-0.0068247090329975,0.0097772540099947,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_M_P_C_A_K,H_M_P_C_A_K,25,0.6542957330703671,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.0142180785133557,0.0023838845296364,-0.0063288855393443,0.0102730775036479,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_P_K,H_D_P_K,26,0.652482848440456,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.016030963143267,0.0005709998997252,-0.0081417701692555,0.0084601928737366,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_B_M_P_C_A_K,H_B_M_P_C_A_K,26,0.6537133462576045,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.0148004653261185,0.0018014977168737,-0.006911272352107,0.0096906906908852,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_B_P_K,H_D_B_P_K,27,0.6498516600099753,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.0186621515737477,-0.0020601885307555,-0.0107729585997363,0.0058290044432559,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_P_C_K,H_D_P_C_K,27,0.6524217916057453,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.0160920199779777,0.0005099430650144,-0.0082028270039662,0.0083991360390259,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_M_P_K,H_D_M_P_K,27,0.656153317890229,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.0123604936934939,0.0042414693494982,-0.0044713007194824,0.0121306623235097,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_P_A_K,H_D_P_A_K,27,0.6672996964032644,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.0012141151804586,0.0153878478625335,0.0066750777935527,0.023277040836545,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_B_P_C_K,H_D_B_P_C_K,28,0.6499822105266921,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.0185316010570309,-0.0019296380140386,-0.0106424080830194,0.0059595549599728,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_B_M_P_K,H_D_B_M_P_K,28,0.6542428701338902,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.0142709414498329,0.0023310215931593,-0.0063817484758214,0.0102202145671708,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_M_P_C_K,H_D_M_P_C_K,28,0.6561671401393482,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.0123466714443747,0.0042552915986174,-0.0044574784703633,0.0121444845726289,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_B_P_A_K,H_D_B_P_A_K,28,0.6642320308355043,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.0042817807482187,0.0123201822947735,0.0036074122257927,0.0202093752687849,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_P_C_A_K,H_D_P_C_A_K,28,0.6674679378135926,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.0010458737701305,0.0155560892728617,0.0068433192038809,0.0234452822468732,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_M_P_A_K,H_D_M_P_A_K,28,0.6708531184535861,ridge_fixed::H_D_B_M_P_C_A_K,P0,0.002339306869863,0.0189412699128553,0.0102284998438745,0.0268304628868668,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_B_M_P_C_K,H_D_B_M_P_C_K,29,0.6541148364938529,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.01439897508987,0.0022029879531221,-0.0065097821158586,0.0100921809271336,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_B_P_C_A_K,H_D_B_P_C_A_K,29,0.6644266127232892,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.0040871988604338,0.0125147641825583,0.0038019941135776,0.0204039571565698,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_B_M_P_A_K,H_D_B_M_P_A_K,29,0.668390723316977,ridge_fixed::H_D_B_M_P_C_A_K,P0,-0.0001230882667459,0.0164788747762462,0.0077661047072654,0.0243680677502577,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_M_P_C_A_K,H_D_M_P_C_A_K,29,0.6709702843373756,ridge_fixed::H_D_B_M_P_C_A_K,P0,0.0024564727536525,0.0190584357966448,0.010345665727664,0.0269476287706562,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,True,extended_K,ridge_fixed::H_D_B_M_P_C_A_K,H_D_B_M_P_C_A_K,30,0.668513811583723,ridge_fixed::H_D_B_M_P_C_A_K,P0,0.0,0.0,0.0078891929740114,0.0244911560170037,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,False,original_noK,hgb::NONE,NONE,0,0.6856435498450167,hgb::D_B_M_P_C_A,prevalence,-0.0438711184234515,-0.0195054234086512,0.0,0.0243656950148002,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,False,original_noK,hgb::M,M,1,0.6787618311547813,hgb::D_B_M_P_C_A,prevalence,-0.0507528371136867,-0.0263871420988864,-0.0068817186902353,0.0174839763245649,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,False,original_noK,hgb::B,B,1,0.6818963925562068,hgb::D_B_M_P_C_A,prevalence,-0.0476182757122613,-0.0232525806974611,-0.0037471572888099,0.0206185377259903,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
